lead_id,channel,campaign,stage,device,region,conversion,revenue
1343,Email,Campaign C,Proposal,Desktop,South,1,1849.95
1344,Referral,Campaign C,Visited,Tablet,East,0,49705.89
1345,Paid Ads,Campaign B,Visited,Tablet,East,0,27633.47
1346,Social Media,Campaign A,Qualified,Tablet,East,1,24207.91
1347,Paid Ads,Campaign C,Visited,Desktop,East,1,47776.25
1348,Referral,Campaign A,Visited,Tablet,North,0,8637.16
1349,Organic,Campaign A,Visited,Mobile,North,0,10272.64
1350,Organic,Campaign A,Customer,Mobile,South,0,40592.72
1351,Referral,Campaign B,Proposal,Tablet,South,0,13780.72
1352,Organic,Campaign A,Leads,Desktop,South,0,40162.13
1353,Organic,Campaign C,Qualified,Desktop,South,1,14305.14
1354,Organic,Campaign A,Leads,Desktop,West,0,2626.19
1355,Social Media,Campaign C,Qualified,Tablet,South,1,26333.72
1356,Social Media,Campaign A,Qualified,Tablet,East,1,10637.64
1357,Email,Campaign C,Qualified,Mobile,East,0,38134.47
1358,Paid Ads,Campaign C,Visited,Desktop,East,1,32418.78
1359,Referral,Campaign A,Visited,Mobile,West,0,46256.53
1360,Referral,Campaign A,Leads,Mobile,South,0,39366.43
1361,Referral,Campaign C,Proposal,Desktop,East,0,9858.02
1362,Email,Campaign B,Qualified,Tablet,East,0,40207.75
1363,Social Media,Campaign A,Proposal,Tablet,East,1,32445.12
1364,Email,Campaign B,Customer,Mobile,East,1,33778.63
1365,Referral,Campaign A,Visited,Mobile,North,0,41780.88
1366,Paid Ads,Campaign A,Qualified,Mobile,South,1,29117.38
1367,Organic,Campaign A,Qualified,Mobile,South,0,23834.17
1368,Social Media,Campaign A,Customer,Desktop,West,1,32195.41
1369,Social Media,Campaign B,Customer,Mobile,North,0,15599.91
1370,Email,Campaign A,Qualified,Mobile,West,0,9947.26
1371,Social Media,Campaign C,Visited,Tablet,East,0,31212.8
1372,Referral,Campaign C,Proposal,Tablet,West,0,12458.57
1373,Referral,Campaign B,Visited,Tablet,East,0,4915.84
1374,Email,Campaign A,Proposal,Desktop,East,1,1027.16
1375,Referral,Campaign C,Customer,Desktop,South,0,30807.65
1376,Paid Ads,Campaign B,Leads,Tablet,South,1,18745.29
1377,Email,Campaign A,Qualified,Tablet,South,0,37863.24
1378,Paid Ads,Campaign C,Leads,Mobile,South,0,19383.64
1379,Organic,Campaign C,Leads,Mobile,South,0,24814.17
1380,Paid Ads,Campaign B,Leads,Desktop,North,0,20947.16
1381,Organic,Campaign A,Proposal,Desktop,South,0,32878.16
1382,Organic,Campaign A,Customer,Mobile,West,0,18450.82
1383,Paid Ads,Campaign C,Customer,Tablet,East,0,48224.61
1384,Email,Campaign C,Visited,Mobile,South,0,46871.2
1385,Referral,Campaign C,Proposal,Desktop,North,1,42553.37
1386,Referral,Campaign A,Qualified,Desktop,West,0,46094.71
1387,Organic,Campaign B,Visited,Mobile,West,0,23007.84
1388,Organic,Campaign B,Visited,Mobile,East,0,27285.09
1389,Email,Campaign A,Visited,Mobile,West,1,37362.54
1390,Social Media,Campaign B,Customer,Desktop,West,1,35111.15
1391,Paid Ads,Campaign C,Qualified,Tablet,West,0,44643.25
1392,Organic,Campaign B,Qualified,Mobile,West,0,36100.22
1393,Referral,Campaign B,Visited,Desktop,North,0,49896.35
1394,Email,Campaign B,Qualified,Desktop,East,0,18076.78
1395,Paid Ads,Campaign C,Visited,Desktop,South,0,41816.89
1396,Email,Campaign A,Leads,Mobile,West,1,35184.11
1397,Paid Ads,Campaign C,Qualified,Mobile,North,0,34877.94
1398,Paid Ads,Campaign A,Visited,Tablet,East,0,16965.94
1399,Organic,Campaign A,Proposal,Desktop,South,1,39494.49
1400,Email,Campaign A,Visited,Mobile,East,0,45118.43
1401,Email,Campaign B,Qualified,Desktop,North,0,11708.87
1402,Referral,Campaign B,Leads,Desktop,North,0,31649.35
1403,Referral,Campaign A,Qualified,Tablet,North,0,20214.61
1404,Organic,Campaign A,Visited,Mobile,West,1,49487.86
1405,Organic,Campaign B,Visited,Mobile,North,0,24462.81
1406,Social Media,Campaign C,Customer,Desktop,South,0,12187.69
1407,Referral,Campaign A,Visited,Desktop,West,0,19711.02
1408,Paid Ads,Campaign C,Proposal,Tablet,East,1,33038.08
1409,Email,Campaign B,Customer,Tablet,South,0,4728.38
1410,Organic,Campaign A,Visited,Tablet,West,0,30576.49
1411,Email,Campaign C,Visited,Tablet,North,1,46630.01
1412,Email,Campaign C,Qualified,Tablet,East,0,42667.78
1413,Social Media,Campaign C,Customer,Tablet,North,0,4316.0
1414,Referral,Campaign B,Customer,Desktop,South,0,49676.1
1415,Organic,Campaign B,Leads,Tablet,South,0,35237.62
1416,Email,Campaign C,Proposal,Desktop,West,0,8951.76
1417,Organic,Campaign C,Visited,Desktop,South,0,1608.39
1418,Paid Ads,Campaign B,Customer,Mobile,East,0,9392.85
1419,Social Media,Campaign C,Customer,Desktop,West,0,42070.62
1420,Paid Ads,Campaign C,Visited,Desktop,East,0,2060.33
1421,Organic,Campaign B,Visited,Tablet,North,0,12424.22
1422,Organic,Campaign C,Visited,Desktop,East,0,38107.97
1423,Referral,Campaign C,Visited,Tablet,East,1,29719.42
1424,Email,Campaign C,Proposal,Tablet,South,0,39354.05
1425,Email,Campaign B,Leads,Tablet,North,1,37561.37
1426,Paid Ads,Campaign C,Visited,Mobile,South,0,3479.47
1427,Social Media,Campaign B,Leads,Tablet,North,0,44733.06
1428,Email,Campaign B,Customer,Desktop,North,0,12124.56
1429,Referral,Campaign A,Qualified,Tablet,East,1,28116.23
1430,Paid Ads,Campaign A,Leads,Tablet,South,1,32570.12
1431,Paid Ads,Campaign C,Visited,Tablet,East,0,9262.78
1432,Referral,Campaign B,Customer,Mobile,East,1,48835.33
1433,Social Media,Campaign A,Proposal,Desktop,East,0,24919.64
1434,Referral,Campaign C,Visited,Mobile,North,0,3824.49
1435,Social Media,Campaign A,Visited,Desktop,South,1,46925.84
1436,Referral,Campaign A,Visited,Mobile,South,1,29727.12
1437,Referral,Campaign B,Visited,Desktop,East,1,35260.47
1438,Organic,Campaign B,Qualified,Mobile,North,0,26733.61
1439,Paid Ads,Campaign A,Customer,Tablet,South,0,41902.16
1440,Referral,Campaign A,Leads,Mobile,West,0,2623.54
1441,Referral,Campaign B,Proposal,Mobile,South,0,14150.54
1442,Email,Campaign C,Leads,Tablet,East,1,24012.77
1443,Paid Ads,Campaign B,Qualified,Tablet,West,0,4753.58
1444,Email,Campaign A,Qualified,Desktop,North,0,35589.43
1445,Paid Ads,Campaign C,Visited,Desktop,West,0,20289.51
1446,Email,Campaign A,Leads,Desktop,West,0,14360.73
1447,Referral,Campaign C,Qualified,Mobile,East,0,1165.56
1448,Referral,Campaign A,Visited,Desktop,South,0,36271.69
1449,Organic,Campaign C,Leads,Mobile,North,1,41856.66
1450,Email,Campaign C,Leads,Mobile,West,0,20356.99
1451,Social Media,Campaign A,Customer,Desktop,East,1,28646.68
1452,Organic,Campaign C,Leads,Desktop,South,0,12156.64
1453,Email,Campaign B,Proposal,Mobile,West,0,31487.68
1454,Email,Campaign A,Leads,Tablet,East,0,1594.74
1455,Organic,Campaign B,Proposal,Tablet,East,1,24943.55
1456,Referral,Campaign A,Qualified,Mobile,East,0,32566.07
1457,Email,Campaign C,Proposal,Desktop,North,0,45991.4
1458,Referral,Campaign C,Leads,Mobile,South,0,19685.46
1459,Organic,Campaign C,Qualified,Mobile,West,0,38494.32
1460,Referral,Campaign A,Qualified,Desktop,South,1,30286.66
1461,Paid Ads,Campaign B,Leads,Tablet,South,1,46423.59
1462,Social Media,Campaign B,Visited,Mobile,West,0,20520.51
1463,Email,Campaign A,Visited,Tablet,South,0,16635.67
1464,Social Media,Campaign A,Visited,Tablet,North,1,44469.96
1465,Referral,Campaign B,Proposal,Desktop,West,0,3412.98
1466,Email,Campaign B,Visited,Mobile,West,0,7682.88
1467,Referral,Campaign B,Visited,Mobile,East,0,5037.82
1468,Paid Ads,Campaign B,Qualified,Tablet,South,0,42312.39
1469,Organic,Campaign A,Leads,Tablet,West,0,1519.76
1470,Email,Campaign A,Leads,Desktop,West,1,43221.2
1471,Paid Ads,Campaign C,Visited,Tablet,North,0,23112.12
1472,Paid Ads,Campaign B,Customer,Desktop,East,0,1197.24
1473,Email,Campaign C,Proposal,Mobile,West,1,20680.61
1474,Referral,Campaign A,Proposal,Desktop,North,0,10153.24
1475,Paid Ads,Campaign A,Leads,Tablet,West,0,31595.62
1476,Social Media,Campaign C,Proposal,Mobile,West,0,34288.58
1477,Paid Ads,Campaign B,Visited,Desktop,West,0,24888.85
1478,Referral,Campaign B,Visited,Mobile,North,1,2985.46
1479,Referral,Campaign B,Visited,Desktop,South,1,33150.31
1480,Social Media,Campaign B,Qualified,Tablet,West,0,42259.9
1481,Paid Ads,Campaign C,Leads,Tablet,West,0,36295.89
1482,Referral,Campaign C,Leads,Mobile,South,0,41667.94
1483,Email,Campaign A,Visited,Mobile,West,1,10824.97
1484,Organic,Campaign B,Leads,Mobile,East,0,44555.51
1485,Organic,Campaign B,Qualified,Desktop,West,0,16787.48
1486,Organic,Campaign B,Leads,Tablet,East,0,1656.84
1487,Paid Ads,Campaign C,Qualified,Mobile,South,0,42326.19
1488,Social Media,Campaign B,Visited,Mobile,North,0,47149.24
1489,Referral,Campaign C,Proposal,Mobile,South,0,33122.35
1490,Email,Campaign B,Qualified,Desktop,West,1,12340.39
1491,Email,Campaign B,Visited,Mobile,East,0,13335.48
1492,Paid Ads,Campaign A,Visited,Mobile,North,1,23863.05
1493,Organic,Campaign B,Qualified,Desktop,West,0,44993.72
1494,Paid Ads,Campaign B,Proposal,Desktop,North,0,8330.29
1495,Social Media,Campaign A,Leads,Mobile,North,1,41472.71
1496,Social Media,Campaign C,Visited,Mobile,West,0,15273.84
1497,Referral,Campaign C,Proposal,Desktop,South,1,40620.72
1498,Referral,Campaign B,Qualified,Tablet,West,1,46093.29
1499,Social Media,Campaign C,Leads,Desktop,West,0,21947.2
1500,Social Media,Campaign B,Leads,Tablet,South,0,18887.48
1501,Social Media,Campaign A,Visited,Mobile,East,0,40308.84
1502,Paid Ads,Campaign A,Qualified,Mobile,West,0,26944.66
1503,Social Media,Campaign B,Leads,Tablet,North,0,34538.0
1504,Email,Campaign A,Customer,Desktop,West,0,31518.63
1505,Organic,Campaign A,Leads,Mobile,West,0,8491.55
1506,Social Media,Campaign B,Leads,Tablet,North,0,42394.73
1507,Organic,Campaign B,Qualified,Desktop,South,0,10592.98
1508,Paid Ads,Campaign A,Customer,Tablet,East,1,46681.83
1509,Organic,Campaign C,Proposal,Desktop,East,0,13277.99
1510,Paid Ads,Campaign C,Leads,Desktop,North,0,36960.17
1511,Email,Campaign B,Qualified,Desktop,South,0,14948.11
1512,Paid Ads,Campaign B,Qualified,Desktop,West,1,16571.49
1513,Paid Ads,Campaign C,Leads,Tablet,West,1,16190.09
1514,Referral,Campaign A,Visited,Tablet,West,0,37646.72
1515,Social Media,Campaign C,Leads,Tablet,West,1,28283.94
1516,Social Media,Campaign C,Visited,Tablet,West,0,44264.67
1517,Email,Campaign C,Customer,Tablet,North,1,16061.26
1518,Email,Campaign C,Leads,Desktop,West,0,34907.63
1519,Social Media,Campaign B,Customer,Mobile,West,0,37894.48
1520,Referral,Campaign B,Leads,Mobile,South,0,8422.62
1521,Social Media,Campaign A,Qualified,Tablet,West,0,20628.88
1522,Referral,Campaign A,Leads,Tablet,East,1,24658.06
1523,Email,Campaign A,Visited,Mobile,North,0,18428.68
1524,Organic,Campaign A,Leads,Desktop,North,1,16783.52
1525,Email,Campaign C,Visited,Tablet,North,0,34634.57
1526,Email,Campaign B,Qualified,Desktop,East,0,11577.45
1527,Paid Ads,Campaign B,Leads,Mobile,West,0,35760.15
1528,Paid Ads,Campaign A,Proposal,Mobile,North,0,46817.17
1529,Paid Ads,Campaign A,Visited,Tablet,East,1,28694.68
1530,Paid Ads,Campaign C,Visited,Desktop,South,0,30960.28
1531,Referral,Campaign C,Leads,Tablet,West,0,4377.7
1532,Social Media,Campaign A,Customer,Mobile,East,0,43359.37
1533,Organic,Campaign B,Qualified,Desktop,West,0,14986.94
1534,Email,Campaign B,Leads,Tablet,South,1,31137.51
1535,Referral,Campaign B,Leads,Tablet,East,0,48976.5
1536,Organic,Campaign A,Visited,Tablet,West,1,30179.63
1537,Referral,Campaign B,Customer,Mobile,East,0,36510.76
1538,Referral,Campaign C,Qualified,Tablet,North,0,22820.66
1539,Email,Campaign C,Visited,Desktop,West,1,3957.93
1540,Social Media,Campaign A,Qualified,Tablet,East,0,40082.37
1541,Paid Ads,Campaign C,Visited,Mobile,North,0,2714.94
1542,Social Media,Campaign A,Customer,Tablet,South,0,35332.23
1543,Email,Campaign B,Visited,Mobile,West,0,2123.16
1544,Email,Campaign B,Qualified,Mobile,West,1,43252.96
1545,Email,Campaign B,Visited,Desktop,South,0,8724.17
1546,Organic,Campaign C,Qualified,Desktop,North,1,26199.3
1547,Social Media,Campaign A,Proposal,Tablet,South,0,30260.38
1548,Social Media,Campaign B,Qualified,Mobile,West,0,23419.72
1549,Referral,Campaign A,Qualified,Mobile,East,0,17697.41
1550,Referral,Campaign B,Proposal,Desktop,North,0,23922.9
1551,Referral,Campaign C,Visited,Desktop,North,1,16259.37
1552,Email,Campaign C,Leads,Tablet,North,0,22468.0
1553,Social Media,Campaign A,Visited,Mobile,South,0,18586.74
1554,Email,Campaign C,Customer,Desktop,South,1,28744.04
1555,Organic,Campaign C,Leads,Tablet,East,1,12658.28
1556,Referral,Campaign A,Qualified,Mobile,East,0,49444.17
1557,Email,Campaign B,Qualified,Mobile,North,1,25542.63
1558,Email,Campaign C,Visited,Desktop,East,0,10513.94
1559,Organic,Campaign A,Visited,Tablet,South,0,24376.27
1560,Paid Ads,Campaign C,Visited,Desktop,East,0,43454.34
1561,Social Media,Campaign C,Leads,Tablet,South,0,2068.53
1562,Paid Ads,Campaign C,Visited,Mobile,East,0,34298.15
1563,Referral,Campaign C,Visited,Tablet,West,0,27850.42
1564,Email,Campaign A,Proposal,Tablet,South,0,9308.34
1565,Organic,Campaign A,Customer,Tablet,West,1,41056.35
1566,Organic,Campaign A,Leads,Tablet,South,1,19075.35
1567,Social Media,Campaign C,Leads,Tablet,East,1,15396.3
1568,Paid Ads,Campaign C,Visited,Desktop,West,0,41578.13
1569,Social Media,Campaign C,Qualified,Tablet,East,0,32287.73
1570,Email,Campaign A,Proposal,Tablet,South,0,45014.7
1571,Social Media,Campaign C,Visited,Mobile,West,0,31864.3
1572,Organic,Campaign B,Visited,Tablet,North,0,37300.07
1573,Organic,Campaign C,Proposal,Mobile,East,0,41985.85
1574,Referral,Campaign B,Qualified,Desktop,South,0,3682.24
1575,Referral,Campaign C,Visited,Desktop,West,0,39026.4
1576,Email,Campaign A,Qualified,Tablet,East,0,31071.62
1577,Paid Ads,Campaign C,Leads,Desktop,West,0,4405.88
1578,Social Media,Campaign B,Leads,Tablet,East,0,25920.32
1579,Email,Campaign B,Proposal,Desktop,East,0,5040.45
1580,Referral,Campaign C,Proposal,Tablet,East,0,37061.41
1581,Social Media,Campaign B,Leads,Tablet,West,0,27778.58
1582,Referral,Campaign B,Customer,Mobile,West,0,47725.1
1583,Social Media,Campaign A,Leads,Mobile,East,0,9973.63
1584,Paid Ads,Campaign C,Proposal,Mobile,North,1,30695.64
1585,Email,Campaign C,Leads,Mobile,North,1,11367.52
1586,Social Media,Campaign C,Proposal,Tablet,North,0,31089.18
1587,Organic,Campaign B,Customer,Desktop,South,0,36409.84
1588,Organic,Campaign C,Visited,Tablet,North,0,36392.91
1589,Social Media,Campaign C,Customer,Mobile,West,0,40938.63
1590,Social Media,Campaign A,Proposal,Mobile,North,0,42823.96
1591,Social Media,Campaign A,Proposal,Desktop,West,0,4786.31
1592,Organic,Campaign A,Visited,Mobile,South,0,17820.09
1593,Organic,Campaign B,Proposal,Tablet,West,1,34669.0
1594,Social Media,Campaign C,Proposal,Tablet,West,1,25430.73
1595,Referral,Campaign A,Visited,Tablet,West,0,10343.12
1596,Referral,Campaign A,Customer,Tablet,North,0,28082.77
1597,Paid Ads,Campaign A,Visited,Tablet,East,0,20964.35
1598,Email,Campaign C,Visited,Desktop,West,0,20111.88
1599,Referral,Campaign C,Leads,Tablet,North,1,40677.93
1600,Organic,Campaign C,Qualified,Mobile,North,0,20972.32
1601,Referral,Campaign B,Qualified,Mobile,North,0,2296.27
1602,Paid Ads,Campaign B,Visited,Mobile,East,1,3845.1
1603,Paid Ads,Campaign A,Customer,Mobile,East,1,42955.96
1604,Email,Campaign C,Visited,Desktop,East,1,48069.44
1605,Referral,Campaign A,Visited,Mobile,East,0,34732.06
1606,Organic,Campaign C,Visited,Desktop,South,0,18854.05
1607,Organic,Campaign C,Qualified,Mobile,East,0,46991.42
1608,Social Media,Campaign C,Customer,Desktop,East,0,33477.35
1609,Organic,Campaign B,Qualified,Desktop,East,1,42372.34
1610,Email,Campaign B,Proposal,Desktop,West,0,38526.76
1611,Email,Campaign C,Visited,Mobile,West,1,19577.83
1612,Organic,Campaign A,Leads,Desktop,East,0,24456.41
1613,Organic,Campaign C,Leads,Tablet,South,1,10120.48
1614,Social Media,Campaign C,Leads,Tablet,West,0,15308.69
1615,Organic,Campaign A,Visited,Mobile,North,1,39128.16
1616,Social Media,Campaign C,Qualified,Tablet,West,0,44804.94
1617,Social Media,Campaign A,Leads,Tablet,North,0,36498.56
1618,Organic,Campaign B,Proposal,Tablet,West,1,23793.51
1619,Paid Ads,Campaign B,Leads,Mobile,East,0,5238.95
1620,Paid Ads,Campaign A,Visited,Mobile,West,0,3790.45
1621,Social Media,Campaign B,Qualified,Tablet,East,1,19341.95
1622,Organic,Campaign B,Visited,Mobile,East,0,23727.26
1623,Paid Ads,Campaign A,Proposal,Desktop,West,0,30846.91
1624,Organic,Campaign B,Qualified,Tablet,North,0,1317.99
1625,Organic,Campaign C,Visited,Mobile,North,1,49496.42
1626,Organic,Campaign C,Customer,Mobile,West,0,18833.01
1627,Referral,Campaign A,Leads,Tablet,East,0,42556.64
1628,Organic,Campaign B,Visited,Mobile,North,0,27213.37
1629,Referral,Campaign C,Qualified,Tablet,South,0,7391.53
1630,Social Media,Campaign C,Visited,Mobile,East,0,40080.71
1631,Paid Ads,Campaign B,Proposal,Desktop,West,0,35781.53
1632,Paid Ads,Campaign B,Proposal,Tablet,East,0,26844.37
1633,Paid Ads,Campaign C,Customer,Desktop,South,0,26213.1
1634,Paid Ads,Campaign C,Leads,Tablet,South,0,5286.5
1635,Paid Ads,Campaign A,Leads,Mobile,North,0,33136.6
1636,Paid Ads,Campaign A,Proposal,Desktop,South,0,45651.01
1637,Paid Ads,Campaign C,Visited,Mobile,East,0,5569.0
1638,Social Media,Campaign A,Leads,Tablet,North,0,13912.06
1639,Organic,Campaign C,Leads,Tablet,South,0,45213.09
1640,Email,Campaign C,Visited,Tablet,North,0,14932.85
1641,Referral,Campaign A,Leads,Tablet,North,0,33043.24
1642,Email,Campaign A,Proposal,Tablet,West,0,27206.09
1643,Email,Campaign B,Proposal,Desktop,North,0,30220.05
1644,Organic,Campaign B,Visited,Tablet,North,0,21373.66
1645,Organic,Campaign B,Visited,Mobile,South,0,15699.58
1646,Organic,Campaign C,Visited,Desktop,East,1,3378.14
1647,Paid Ads,Campaign A,Proposal,Mobile,East,0,37469.77
1648,Social Media,Campaign C,Visited,Tablet,South,0,37558.58
1649,Paid Ads,Campaign A,Qualified,Mobile,East,0,33865.56
1650,Social Media,Campaign C,Visited,Desktop,North,0,32538.06
1651,Social Media,Campaign B,Qualified,Desktop,West,0,12942.14
1652,Email,Campaign B,Leads,Desktop,North,0,2094.9
1653,Email,Campaign B,Proposal,Mobile,North,1,40627.05
1654,Social Media,Campaign C,Visited,Desktop,West,0,25065.79
1655,Social Media,Campaign A,Qualified,Mobile,South,0,16035.07
1656,Paid Ads,Campaign A,Visited,Tablet,North,0,5994.66
1657,Paid Ads,Campaign B,Qualified,Tablet,North,0,4073.36
1658,Email,Campaign B,Proposal,Mobile,South,0,18094.47
1659,Organic,Campaign B,Visited,Desktop,North,0,40432.12
1660,Social Media,Campaign B,Proposal,Mobile,North,0,46017.46
1661,Paid Ads,Campaign A,Qualified,Mobile,East,0,44940.82
1662,Email,Campaign C,Visited,Mobile,South,1,46080.04
1663,Paid Ads,Campaign C,Leads,Tablet,North,0,45478.54
1664,Social Media,Campaign C,Visited,Mobile,North,1,26834.01
1665,Social Media,Campaign C,Qualified,Tablet,West,0,11751.37
1666,Referral,Campaign B,Proposal,Mobile,West,0,40104.28
1667,Organic,Campaign B,Visited,Tablet,West,1,11471.94
1668,Referral,Campaign B,Leads,Mobile,North,0,14093.16
1669,Email,Campaign C,Proposal,Mobile,North,1,12429.46
1670,Paid Ads,Campaign B,Customer,Desktop,West,0,26234.14
1671,Email,Campaign B,Leads,Desktop,East,0,16769.55
1672,Social Media,Campaign A,Customer,Mobile,East,0,8553.65
1673,Referral,Campaign A,Leads,Mobile,East,0,23205.5
1674,Referral,Campaign B,Leads,Mobile,East,1,43821.45
1675,Referral,Campaign A,Proposal,Mobile,South,1,28957.09
1676,Email,Campaign A,Leads,Desktop,West,0,44038.44
1677,Social Media,Campaign B,Leads,Tablet,North,0,10597.74
1678,Paid Ads,Campaign B,Leads,Mobile,West,0,9181.72
1679,Paid Ads,Campaign B,Proposal,Desktop,East,0,29203.28
1680,Email,Campaign B,Proposal,Mobile,North,0,23703.12
1681,Referral,Campaign C,Leads,Mobile,South,0,33348.46
1682,Organic,Campaign C,Leads,Tablet,West,0,39936.71
1683,Email,Campaign B,Leads,Mobile,North,0,37814.06
1684,Email,Campaign A,Qualified,Mobile,North,1,47170.8
1685,Social Media,Campaign B,Visited,Tablet,East,1,20514.56
1686,Paid Ads,Campaign B,Proposal,Tablet,East,1,11112.95
1687,Email,Campaign A,Leads,Tablet,West,1,27994.72
1688,Email,Campaign C,Leads,Tablet,South,0,6426.41
1689,Referral,Campaign B,Visited,Desktop,North,0,15153.71
1690,Referral,Campaign B,Visited,Desktop,East,0,11186.51
1691,Organic,Campaign C,Customer,Desktop,West,1,20431.62
1692,Social Media,Campaign C,Leads,Mobile,East,1,6449.61
1693,Organic,Campaign A,Visited,Tablet,West,0,2560.25
1694,Referral,Campaign C,Leads,Tablet,East,1,33182.91
1695,Paid Ads,Campaign C,Leads,Desktop,South,0,30902.2
1696,Referral,Campaign C,Visited,Mobile,North,0,35709.59
1697,Social Media,Campaign A,Leads,Mobile,East,0,33358.94
1698,Referral,Campaign C,Leads,Mobile,North,0,6600.44
1699,Social Media,Campaign C,Qualified,Desktop,West,0,15262.87
1700,Social Media,Campaign A,Leads,Mobile,South,0,7346.8
1701,Social Media,Campaign C,Leads,Mobile,North,0,42305.65
1702,Social Media,Campaign C,Customer,Mobile,East,0,37598.28
1703,Social Media,Campaign A,Leads,Tablet,North,0,10874.82
1704,Paid Ads,Campaign B,Visited,Desktop,North,0,17724.15
1705,Organic,Campaign A,Visited,Tablet,West,0,48364.13
1706,Email,Campaign C,Leads,Tablet,South,0,30113.81
1707,Organic,Campaign C,Proposal,Desktop,South,0,40256.62
1708,Social Media,Campaign C,Visited,Tablet,North,1,13964.96
1709,Paid Ads,Campaign A,Qualified,Mobile,North,0,11292.59
1710,Referral,Campaign C,Visited,Mobile,West,0,39411.93
1711,Paid Ads,Campaign C,Leads,Mobile,North,1,34607.75
1712,Social Media,Campaign A,Proposal,Mobile,West,1,34367.92
1713,Paid Ads,Campaign B,Leads,Desktop,South,1,28079.09
1714,Paid Ads,Campaign B,Qualified,Tablet,South,0,28615.34
1715,Social Media,Campaign C,Visited,Tablet,West,0,37049.18
1716,Paid Ads,Campaign A,Qualified,Mobile,North,0,14230.12
1717,Email,Campaign C,Visited,Mobile,South,0,18285.65
1718,Email,Campaign A,Proposal,Tablet,East,1,43710.2
1719,Paid Ads,Campaign A,Visited,Desktop,West,0,16134.39
1720,Referral,Campaign B,Proposal,Tablet,South,0,27769.17
1721,Social Media,Campaign B,Leads,Mobile,South,0,35429.33
1722,Email,Campaign A,Qualified,Mobile,South,0,49996.32
1723,Referral,Campaign C,Leads,Desktop,East,0,22329.28
1724,Paid Ads,Campaign B,Customer,Tablet,East,0,21976.55
1725,Referral,Campaign C,Visited,Desktop,East,1,42286.83
1726,Organic,Campaign B,Visited,Desktop,North,1,40469.65
1727,Email,Campaign B,Leads,Mobile,West,0,36822.72
1728,Paid Ads,Campaign C,Visited,Tablet,North,0,23698.25
1729,Social Media,Campaign B,Visited,Mobile,East,0,16873.02
1730,Paid Ads,Campaign B,Customer,Tablet,West,0,30827.79
1731,Social Media,Campaign C,Customer,Mobile,North,1,43934.94
1732,Paid Ads,Campaign B,Leads,Mobile,North,0,44305.1
1733,Referral,Campaign B,Customer,Tablet,North,0,6316.42
1734,Referral,Campaign B,Leads,Tablet,East,0,21989.16
1735,Referral,Campaign C,Visited,Mobile,South,0,23771.38
1736,Organic,Campaign A,Qualified,Tablet,West,0,48903.15
1737,Social Media,Campaign C,Qualified,Mobile,East,0,34221.9
1738,Referral,Campaign A,Customer,Tablet,West,0,20955.07
1739,Organic,Campaign B,Visited,Mobile,East,0,2276.84
1740,Social Media,Campaign A,Qualified,Mobile,North,0,28703.87
1741,Paid Ads,Campaign C,Visited,Mobile,North,1,5707.72
1742,Organic,Campaign C,Visited,Desktop,South,0,41888.05
1743,Email,Campaign B,Visited,Tablet,South,0,37873.41
1744,Organic,Campaign A,Customer,Mobile,West,0,23564.95
1745,Organic,Campaign B,Proposal,Desktop,South,0,22031.33
1746,Social Media,Campaign B,Proposal,Mobile,South,1,44969.61
1747,Paid Ads,Campaign C,Leads,Desktop,West,1,15134.46
1748,Email,Campaign A,Leads,Mobile,East,0,13201.98
1749,Referral,Campaign A,Visited,Mobile,South,0,47020.67
1750,Referral,Campaign A,Visited,Desktop,East,0,40653.05
1751,Organic,Campaign A,Leads,Desktop,North,0,41210.65
1752,Social Media,Campaign B,Proposal,Tablet,South,0,10564.5
1753,Social Media,Campaign B,Leads,Tablet,North,1,8021.5
1754,Referral,Campaign C,Visited,Desktop,North,0,2275.45
1755,Email,Campaign B,Visited,Tablet,East,0,12615.03
1756,Paid Ads,Campaign B,Visited,Desktop,West,0,38935.33
1757,Email,Campaign C,Leads,Tablet,South,0,12761.88
1758,Paid Ads,Campaign C,Customer,Mobile,East,0,36726.06
1759,Referral,Campaign C,Qualified,Tablet,West,0,13343.51
1760,Paid Ads,Campaign B,Proposal,Mobile,North,0,20369.33
1761,Social Media,Campaign B,Leads,Mobile,South,0,49174.95
1762,Organic,Campaign C,Leads,Tablet,North,0,12995.77
1763,Organic,Campaign C,Visited,Desktop,North,1,19442.16
1764,Referral,Campaign C,Proposal,Mobile,South,0,15753.27
1765,Social Media,Campaign B,Proposal,Mobile,West,0,6371.62
1766,Email,Campaign B,Visited,Tablet,West,0,25004.81
1767,Social Media,Campaign A,Leads,Desktop,South,0,19555.84
1768,Organic,Campaign B,Leads,Desktop,South,0,35049.47
1769,Organic,Campaign B,Qualified,Tablet,East,0,41062.13
1770,Social Media,Campaign B,Customer,Desktop,East,1,27668.24
1771,Social Media,Campaign C,Qualified,Tablet,North,1,2577.62
1772,Organic,Campaign B,Leads,Tablet,South,0,31327.2
1773,Email,Campaign C,Visited,Tablet,West,0,3714.15
1774,Referral,Campaign A,Visited,Mobile,North,0,31201.46
1775,Referral,Campaign A,Visited,Mobile,North,0,34566.47
1776,Social Media,Campaign C,Visited,Mobile,North,0,10690.61
1777,Referral,Campaign C,Qualified,Tablet,North,0,41147.96
1778,Organic,Campaign C,Qualified,Mobile,West,0,45643.17
1779,Organic,Campaign B,Visited,Mobile,North,1,40841.26
